Disease ID,Disease Name,Num Genes (total),Num Genes (in PPI),Num Components,Num Internal Edges,Size of largest pathway component,Density of pathway,Conductance,Network Modularity,Distance of Pathway Components,Spatial Network Association (p-value)
C3463824,MYELODYSPLASTIC SYNDROME,18,18,14,12,0.16666666666666666,0.0784313725490196,0.9867695700110254,5.6065369840916884e-05,2.6446886446886446,
C0003130,Anoxia,33,32,20,31,0.25,0.0625,0.9788323659952202,0.00014450136239257163,2.708092105263158,
C0149925,Small cell carcinoma of lung,42,40,22,49,0.475,0.06282051282051282,0.9821298322392414,0.00015795721104435942,2.9904306220095696,
C0014544,Epilepsy,66,63,45,46,0.14285714285714285,0.023553507424475168,0.9740333051086649,0.00021517791413746705,3.072490780824114,
C0162557,"Liver Failure, Acute",22,22,16,21,0.2727272727272727,0.09090909090909091,0.9693877551020408,0.00011465012492398429,2.841666666666667,
C1449861,"Micronuclei, Chromosome-Defective",19,18,10,17,0.2222222222222222,0.1111111111111111,0.9728867623604466,9.260433090324962e-05,2.833333333333333,
C0009241,Cognition Disorders,23,23,21,12,0.13043478260869565,0.04743083003952569,0.992583436341162,2.543073534754976e-05,2.880952380952381,
C0085110,Severe Combined Immunodeficiency,11,11,6,8,0.45454545454545453,0.14545454545454545,0.9724137931034482,4.530030185945711e-05,2.686666666666667,
C0018798,Congenital Heart Defects,38,35,27,20,0.14285714285714285,0.03361344537815126,0.9758015728977616,0.00010518198755278543,2.7687749287749286,
C0018799,Heart Diseases,43,42,36,27,0.09523809523809523,0.0313588850174216,0.9828516989520483,0.00011542933272826915,2.809126984126984,
C0023493,Adult T-Cell Lymphoma/Leukemia,31,31,15,36,0.3548387096774194,0.07741935483870968,0.9794871794871794,0.00015775158942888724,3.062878787878788,
C0008312,Primary biliary cirrhosis,23,19,15,14,0.21052631578947367,0.08187134502923976,0.9649122807017544,7.907031617547144e-05,2.9714285714285715,
C0004936,Mental disorders,11,11,9,6,0.2727272727272727,0.10909090909090909,0.9659090909090909,3.452296483726718e-05,2.7870370370370368,
C0005283,beta Thalassemia,10,10,9,7,0.2,0.15555555555555556,0.9700854700854701,3.995910549225912e-05,2.8333333333333335,
C0024809,Marijuana Abuse,10,10,9,6,0.2,0.13333333333333333,0.9912790697674418,2.697438203437953e-05,2.5277777777777777,
C0023976,Long QT Syndrome,16,16,6,18,0.625,0.15,0.9574468085106383,0.00010210137048284726,2.5366666666666666,
C0006413,Burkitt Lymphoma,15,15,9,13,0.4,0.12380952380952381,0.9859838274932614,6.126556182525597e-05,2.782407407407407,
C1861063,"TOBACCO ADDICTION, SUSCEPTIBILITY TO (finding)",12,10,10,5,0.1,0.1111111111111111,0.9425287356321839,2.9080459297313797e-05,3.2444444444444445,
C0018621,Hay fever,10,10,10,3,0.1,0.06666666666666667,0.9909365558912386,1.5656217503353673e-05,2.933333333333333,
C0021655,Insulin Resistance,49,48,21,81,0.5416666666666666,0.07180851063829788,0.965865992414665,0.00037710601559051986,2.919230769230769,
C0149721,Left Ventricular Hypertrophy,24,24,12,29,0.25,0.10507246376811594,0.976326530612245,0.00014380906171582638,2.648989898989899,
C0085129,Bronchial Hyperreactivity,13,13,13,7,0.07692307692307693,0.08974358974358974,0.9552715654952076,4.0475527165653254e-05,3.2435897435897436,
C1862939,AMYOTROPHIC LATERAL SCLEROSIS 1,49,47,31,39,0.2765957446808511,0.036077705827937095,0.9795329309892417,0.00016587669343466832,2.8833746898263026,
C0015934,Fetal Growth Retardation,10,10,8,7,0.2,0.15555555555555556,0.976027397260274,3.9438515928527084e-05,2.6160714285714284,
C0079541,Holoprosencephaly,10,8,6,4,0.375,0.14285714285714285,0.9583333333333334,2.3210431437710342e-05,3.066666666666667,
C0993582,"Arthritis, Experimental",40,39,29,33,0.20512820512820512,0.044534412955465584,0.9777177582714383,0.00015535588430874855,2.9458128078817736,
C0014549,Tonic-Clonic Epilepsy,10,10,9,7,0.2,0.15555555555555556,0.9333333333333333,4.070533278395595e-05,3.013888888888889,
C0242656,Disease Progression,127,124,37,244,0.7016129032258065,0.031995803829006034,0.9652124322783006,0.0005859437237283164,2.9335024679852264,
C0017668,Focal glomerulosclerosis,22,22,9,32,0.5454545454545454,0.13852813852813853,0.9765739385065886,0.00015510081112134685,2.657407407407407,
C0334588,Giant Cell Glioblastoma,12,12,9,12,0.3333333333333333,0.18181818181818182,0.9913169319826338,3.7512071756367906e-05,2.5277777777777777,
C1959629,Seizure Adverse Event,19,19,19,3,0.05263157894736842,0.017543859649122806,0.9896193771626297,1.6100564961086057e-05,2.8947368421052633,
C0005910,Body Weight,14,14,13,4,0.14285714285714285,0.04395604395604396,0.9619047619047619,2.3179562599339907e-05,3.1794871794871793,
C0020179,Huntington Disease,12,12,11,8,0.16666666666666666,0.12121212121212122,0.9703153988868275,4.549602206896833e-05,2.790909090909091,
C0017636,Glioblastoma,61,61,25,91,0.5409836065573771,0.04972677595628415,0.9741109530583215,0.000320785043577128,2.8419191919191915,
C0235833,Congenital diaphragmatic hernia,12,11,9,6,0.18181818181818182,0.10909090909090909,0.9770114942528736,3.388912127670385e-05,2.7916666666666665,
C0036421,Systemic Scleroderma,25,23,22,9,0.08695652173913043,0.03557312252964427,0.9799554565701559,4.913718413948047e-05,3.0476190476190474,
C2609414,Acute kidney injury,67,65,37,73,0.36923076923076925,0.035096153846153846,0.9731073862589795,0.00030072389488407177,3.2701138638638643,
C1876165,Copper-Overload Cirrhosis,11,11,8,12,0.36363636363636365,0.21818181818181817,0.9830866807610994,6.151321215766053e-05,2.2767857142857144,
C0000786,Spontaneous abortion,108,105,67,80,0.22857142857142856,0.014652014652014652,0.95906881555385,0.00040216806114316627,3.3318021634252974,
C0017638,Glioma,74,67,26,104,0.5970149253731343,0.04703753957485301,0.9778534923339012,0.00023125684616897595,3.052,
C0017639,Gliosis,16,16,10,18,0.375,0.15,0.981151832460733,8.959179506474576e-05,2.57037037037037,
C0013080,Down Syndrome,99,96,72,55,0.21875,0.01206140350877193,0.9792843691148776,0.00020102098109718187,3.2572937625754528,
C0497327,Dementia,11,10,9,6,0.2,0.13333333333333333,0.9953398058252427,6.76523697035143e-06,2.861111111111111,
C0030305,Pancreatitis,21,20,19,11,0.1,0.05789473684210526,0.9764957264957265,6.052372425650835e-05,3.002923976608187,
C0002514,"Amino Acid Metabolism, Inborn Errors",13,13,13,5,0.07692307692307693,0.0641025641025641,0.9682539682539683,2.878632226903599e-05,2.9871794871794872,
C0040136,Thyroid Neoplasm,33,33,20,40,0.3333333333333333,0.07575757575757576,0.9718210637548432,0.0001992932433405251,2.7312599681020733,
C0027626,Neoplasm Invasiveness,132,126,25,349,0.8015873015873016,0.04431746031746032,0.9489131230330089,0.0012424631464917786,3.018696369636964,
C0027627,Neoplasm Metastasis,174,139,27,379,0.7913669064748201,0.039516213116463354,0.9499603908106681,0.0012352025064726862,3.130859880859881,
C0001925,Albuminuria,24,20,14,19,0.2,0.1,0.9663418954827281,0.00010555891501028643,2.9294871794871793,
C0032914,Pre-Eclampsia,22,18,17,8,0.1111111111111111,0.05228758169934641,0.9661733615221987,4.5780957316504225e-05,3.088235294117647,
C0027746,Nerve Degeneration,74,74,27,127,0.581081081081081,0.04701962236208811,0.9659654294519631,0.0005043230809502566,3.0413353872656197,
C0040038,Thromboembolism,12,12,6,18,0.5,0.2727272727272727,0.9047619047619048,0.0001045450767320118,2.638888888888889,
C0032460,Polycystic Ovary Syndrome,156,145,113,77,0.05517241379310345,0.007375478927203065,0.974169741697417,0.00029819093093656854,3.078195234583509,
C0007787,Transient Ischemic Attack,10,10,7,9,0.3,0.2,0.9798657718120806,4.916776288924796e-05,2.373015873015873,
C0007786,Brain Ischemia,60,60,16,150,0.7333333333333333,0.0847457627118644,0.9573803097030829,0.0006649183575965366,3.209753787878788,
C0007785,Cerebral Infarction,10,10,7,12,0.4,0.26666666666666666,0.9429928741092637,6.934696910466552e-05,2.8214285714285716,
C0546837,Malignant neoplasm of esophagus,19,18,15,12,0.16666666666666666,0.0784313725490196,0.9748427672955975,6.622051803801643e-05,2.676190476190476,
C0029408,Degenerative polyarthritis,97,94,34,152,0.6063829787234043,0.034774651109585906,0.9656962310990747,0.0005529411814268949,3.171029177221128,
C0029401,Osteitis Deformans,10,8,6,6,0.375,0.21428571428571427,0.9835616438356164,3.27781843762147e-05,2.7111111111111112,
C0853897,Diabetic Cardiomyopathies,10,10,7,8,0.4,0.17777777777777778,0.9732441471571907,4.520984541269057e-05,2.7976190476190474,
C0392557,Nuclear cataract,12,12,8,12,0.4166666666666667,0.18181818181818182,0.8674033149171271,6.996332202997884e-05,2.857142857142857,
C0236736,Cocaine-Related Disorders,108,86,39,132,0.46511627906976744,0.036114911080711354,0.9542143600416233,0.0006293029404741501,3.212401596941071,
C0162671,MELAS Syndrome,15,10,6,11,0.3,0.24444444444444444,0.9691444600280504,6.20924508078772e-05,2.2444444444444445,
C0162670,Mitochondrial Myopathies,10,6,6,6,0.16666666666666666,0.4,0.972972972972973,3.42105564940792e-05,2.533333333333333,
C0236733,Amphetamine-Related Disorders,75,73,58,50,0.1506849315068493,0.01902587519025875,0.974817426340972,0.00022482615812641704,3.254369465984711,
C0009375,Colonic Neoplasms,127,125,36,258,0.696,0.03329032258064516,0.9607066707279927,0.0007715455067609494,3.242277869002007,
C0006111,Brain Diseases,22,22,17,16,0.18181818181818182,0.06926406926406926,0.9890147614143495,5.727126382720536e-05,2.9568014705882355,
C0242339,Dyslipidemias,17,16,13,12,0.125,0.1,0.9599332220367279,6.857243257989219e-05,2.8141025641025643,
C0005138,Berylliosis,11,9,9,5,0.1111111111111111,0.1388888888888889,0.9754901960784313,2.8499480115590533e-05,2.7777777777777777,
C0020437,Hypercalcemia,12,10,8,8,0.2,0.17777777777777778,0.9428571428571428,4.640093208311195e-05,2.892857142857143,
C0036202,Sarcoidosis,12,8,7,5,0.25,0.17857142857142858,0.9764150943396226,2.844269100884775e-05,2.7142857142857144,
C0023903,Liver neoplasms,112,106,61,130,0.42452830188679247,0.02336028751123091,0.9691650853889943,0.00045614269855390785,3.176077717061324,
C0027055,Myocardial Reperfusion Injury,82,35,15,63,0.5428571428571428,0.10588235294117647,0.9596024366784226,0.0003265407552038997,2.686466165413534,
C0920269,Microsatellite Instability,15,12,9,10,0.16666666666666666,0.15151515151515152,0.9822380106571936,5.30104640049672e-05,2.3333333333333335,
C0339535,"Night blindness, congenital stationary",14,11,8,8,0.2727272727272727,0.14545454545454545,0.8415841584158416,4.669186960493887e-05,3.529761904761905,
C0038325,Stevens-Johnson Syndrome,30,30,9,69,0.7333333333333333,0.15862068965517243,0.9810126582278481,0.00017774582577673945,2.7866161616161613,
C0023452,"Leukemia, Lymphocytic, Acute, L1",12,11,11,7,0.09090909090909091,0.12727272727272726,0.9717741935483871,3.984395738763468e-05,3.2181818181818183,
C1272641,Systemic arterial pressure,62,50,48,19,0.04,0.015510204081632653,0.9727988546886185,0.00010267096368754352,2.8654698581560285,
C0023186,Learning Disorders,27,27,18,26,0.3333333333333333,0.07407407407407407,0.9848705266220541,0.00010149578069726313,3.254175744371823,
C0265221,Walker-Warburg congenital muscular dystrophy,14,13,8,7,0.38461538461538464,0.08974358974358974,0.9411764705882353,4.065181997180732e-05,2.942857142857143,
C0024796,Marfan Syndrome,10,10,8,10,0.3,0.2222222222222222,0.9746514575411914,5.5763553997201366e-05,2.3809523809523805,
C0009363,Congenital ocular coloboma (disorder),12,12,11,5,0.16666666666666666,0.07575757575757576,0.9911894273127754,2.3714038021219765e-05,2.827272727272727,
C0024121,Lung Neoplasms,178,172,37,488,0.7674418604651163,0.03318373453012376,0.9433447495211006,0.0015848372481428326,3.3937137895471228,
C0270853,"Myoclonic Epilepsy, Juvenile",10,7,7,1,0.14285714285714285,0.047619047619047616,0.983739837398374,5.777382950476028e-06,3.0476190476190474,
C0006142,Malignant neoplasm of breast,71,62,43,52,0.3064516129032258,0.02749867794817557,0.9718614718614719,0.0002455045641385357,3.020953546657341,
C1458155,Mammary Neoplasms,433,407,63,2019,0.8402948402948403,0.02443688650585202,0.897298947047154,0.005199998751195931,3.4795893753421097,
C0270850,Idiopathic generalized epilepsy,11,6,6,2,0.16666666666666666,0.13333333333333333,0.971830985915493,1.1597826991909382e-05,2.8666666666666667,
C0027796,Neuralgia,11,10,10,5,0.1,0.1111111111111111,0.9956822107081175,6.327361047588276e-06,2.688888888888889,
C0027794,Neural Tube Defects,27,26,21,15,0.11538461538461539,0.046153846153846156,0.958041958041958,8.544796066678193e-05,3.2142857142857144,
C0162820,"Dermatitis, Allergic Contact",66,66,57,36,0.07575757575757576,0.016783216783216783,0.9682819383259912,0.0001883269264024612,3.006422305764411,
C0025521,Inborn Errors of Metabolism,16,16,15,9,0.125,0.075,0.9664804469273743,5.1347125914277236e-05,3.076923076923077,
C0344388,Platelet mean volume finding,35,28,27,10,0.07142857142857142,0.026455026455026454,0.9798590130916415,5.421274041592607e-05,2.921652421652422,
C0021841,Intestinal Neoplasms,11,11,5,13,0.6363636363636364,0.23636363636363636,0.987279843444227,5.812189314787863e-05,2.2714285714285714,
C2607914,Allergic rhinitis (disorder),16,11,11,1,0.09090909090909091,0.01818181818181818,0.9909502262443439,5.6335672678474096e-06,3.2363636363636363,
C1271104,Blood pressure finding,62,50,48,19,0.04,0.015510204081632653,0.9727988546886185,0.00010267096368754352,2.8654698581560285,
C0242383,Age related macular degeneration,42,36,28,26,0.1388888888888889,0.04126984126984127,0.9661016949152542,0.00014185142448875352,3.093077601410935,
C0007193,"Cardiomyopathy, Dilated",47,47,30,44,0.14893617021276595,0.04070305272895467,0.980722891566265,0.00016814431591206269,2.7319376026272577,
C3160731,Pulmonary function (finding),41,30,29,12,0.06666666666666667,0.027586206896551724,0.9738276990185387,6.651584101671675e-05,3.043103448275862,
C0080178,Spina Bifida,11,11,10,7,0.18181818181818182,0.12727272727272726,0.9770491803278688,3.9306081956960674e-05,2.466666666666667,
C0007194,Hypertrophic Cardiomyopathy,21,21,13,21,0.42857142857142855,0.1,0.9868544600938968,7.913286865992382e-05,2.790598290598291,
C0752166,Bardet-Biedl Syndrome,22,21,7,41,0.6666666666666666,0.19523809523809524,0.8774289985052317,0.00023760956010573605,2.7976190476190474,
C0022548,Keloid,35,33,28,25,0.09090909090909091,0.04734848484848485,0.9816782704287285,0.0001142772373765454,2.416446208112875,
C0025202,melanoma,204,192,98,245,0.4791666666666667,0.013361692844677139,0.9664888524141704,0.0005191862858455076,3.2677058272883337,
C3809874,"LEUKEMIA, ACUTE LYMPHOBLASTIC, SUSCEPTIBILITY TO, 3",21,21,11,26,0.5238095238095238,0.12380952380952381,0.981084030556566,0.00011965177686711287,2.707438016528925,
C0032285,Pneumonia,47,47,26,54,0.2127659574468085,0.04995374653098982,0.9489844119036372,0.00029634493942106094,3.068769230769231,
C0033805,Pseudohypoaldosteronism,11,9,5,8,0.3333333333333333,0.2222222222222222,0.9657387580299786,4.580501760524577e-05,2.7,
C0027708,Nephroblastoma,16,16,12,8,0.1875,0.06666666666666667,0.9894039735099338,3.70084609068937e-05,3.0016835016835013,
C1838951,LEIGH SYNDROME DUE TO MITOCHONDRIAL COMPLEX I DEFICIENCY,14,14,5,41,0.7142857142857143,0.45054945054945056,0.9016786570743405,0.00023655161129828694,3.06,
C1140680,Malignant neoplasm of ovary,15,12,6,11,0.5833333333333334,0.16666666666666666,0.9847116052814454,5.542744371008848e-05,2.7904761904761908,
C0031511,Pheochromocytoma,16,16,11,16,0.3125,0.13333333333333333,0.9711971197119712,8.820515029325131e-05,2.6745454545454543,
C1336708,Testicular Germ Cell Tumor,24,21,20,13,0.09523809523809523,0.06190476190476191,0.9706877113866967,7.258864079811755e-05,2.8421052631578947,
C0020619,Hypogonadism,14,13,8,8,0.15384615384615385,0.10256410256410256,0.937007874015748,4.646016134680243e-05,3.1517857142857144,
C0026650,Movement Disorders,21,21,19,8,0.14285714285714285,0.0380952380952381,0.9788079470198675,4.430365559589999e-05,2.810457516339869,
C1261473,Sarcoma,13,13,9,14,0.3076923076923077,0.1794871794871795,0.9869646182495344,6.210397329722057e-05,2.375,
C0024232,Lymphatic Metastasis,14,14,12,9,0.21428571428571427,0.0989010989010989,0.9860573199070488,4.546723504272895e-05,2.6515151515151514,
C0020615,Hypoglycemia,10,10,10,8,0.1,0.17777777777777778,0.9741935483870968,4.509553344571258e-05,2.422222222222222,
C0002895,"Anemia, Sickle Cell",10,10,9,7,0.2,0.15555555555555556,0.9846827133479212,3.732965722779863e-05,2.611111111111111,
C0238288,"Muscular Dystrophy, Facioscapulohumeral",13,12,10,6,0.16666666666666666,0.09090909090909091,0.9879518072289156,3.081959156303813e-05,2.6041666666666665,
C1527249,Colorectal Cancer,36,28,22,15,0.17857142857142858,0.03968253968253968,0.9803536345776032,7.76816749119188e-05,2.9806349206349205,
C0004153,Atherosclerosis,55,54,33,61,0.2962962962962963,0.04262753319357093,0.9726824899238692,0.0002712711196845954,2.814749053030303,
C0004096,Asthma,113,105,72,84,0.1523809523809524,0.015384615384615385,0.9709090909090909,0.00034844751147152507,3.210005596852721,
C0949658,"Cardiomyopathy, Hypertrophic, Familial",23,22,14,18,0.2727272727272727,0.07792207792207792,0.9564164648910412,0.00010224402581106412,3.018925518925519,
C0037286,Skin Neoplasms,49,47,16,84,0.6595744680851063,0.07770582793709528,0.9734345351043643,0.0003201111848556606,3.001478494623656,
C0036572,Seizures,96,94,66,68,0.09574468085106383,0.01555708075955159,0.9594029850746268,0.0003493755091245584,3.062162652162652,
C0002395,Alzheimer's Disease,167,144,70,195,0.5,0.01893939393939394,0.960945323452834,0.000713767846380622,3.4032838739360476,
C0567312,Menopause present (finding),21,17,17,5,0.058823529411764705,0.03676470588235294,0.9862258953168044,2.696110621541313e-05,2.8823529411764706,
C0027672,"Neoplastic Syndromes, Hereditary",48,48,10,137,0.6875,0.12145390070921985,0.9577290959580377,0.0006211015047761098,2.5274410774410776,
C0017178,Gastrointestinal Diseases,12,12,10,4,0.16666666666666666,0.06060606060606061,0.9835728952772074,2.2355928581377906e-05,2.933333333333333,
C0268237,Cytochrome-c Oxidase Deficiency,17,13,9,5,0.38461538461538464,0.0641025641025641,0.9659863945578231,2.884088025332595e-05,3.0,
C0035304,Retinal Degeneration,15,15,10,10,0.26666666666666666,0.09523809523809523,0.9753390875462392,5.561339049369249e-05,2.966666666666667,
C0035309,Retinal Diseases,21,21,20,14,0.09523809523809523,0.06666666666666667,0.9818181818181818,7.166966148745301e-05,2.663157894736842,
C0268583,Methylmalonic acidemia,10,10,8,7,0.2,0.15555555555555556,0.9728682170542635,3.975761337321977e-05,2.5714285714285716,
C0011616,Contact Dermatitis,71,70,45,61,0.24285714285714285,0.02525879917184265,0.9723167687769457,0.0002735044050586115,3.010680332739156,
C0011615,"Dermatitis, Atopic",51,40,31,32,0.175,0.041025641025641026,0.956343792633015,0.0001777732306160668,3.1317460317460317,
C0010068,Coronary heart disease,68,57,45,31,0.15789473684210525,0.019423558897243107,0.9714942528735632,0.00016091873821780025,3.2244481855592966,
C0029456,Osteoporosis,67,63,34,66,0.3968253968253968,0.03379416282642089,0.9720930232558139,0.00029012395983031515,2.894367201426025,
C0018800,Cardiomegaly,67,66,23,108,0.6363636363636364,0.05034965034965035,0.9616136484805402,0.0004958525454286074,2.954968944099379,
C0018801,Heart failure,80,80,37,98,0.4125,0.0310126582278481,0.9558359621451105,0.0004884858524351805,3.113496071829405,
C0677776,Hereditary Breast and Ovarian Cancer Syndrome,14,14,1,43,1.0,0.4725274725274725,0.9708770741618693,0.00021400221922619446,,
C1269683,Major Depressive Disorder,41,31,30,11,0.06451612903225806,0.023655913978494623,0.9743888242142026,6.111335063766738e-05,3.1206896551724137,
C0037274,Dermatologic disorders,66,64,52,41,0.078125,0.020337301587301588,0.9733766233766233,0.00019904979502662084,3.0045676219205633,
C0349788,Arrhythmogenic Right Ventricular Dysplasia,10,10,7,11,0.4,0.24444444444444444,0.9802158273381295,5.898604998177204e-05,2.369047619047619,
C0021368,Inflammation,110,109,62,117,0.29357798165137616,0.019877675840978593,0.9505285412262157,0.0005880620529681216,3.012414499445997,
C0011882,Diabetic Neuropathies,13,13,11,13,0.23076923076923078,0.16666666666666666,0.9728317659352143,7.203798440561018e-05,2.4909090909090907,
C0021364,Male infertility,45,43,23,46,0.3488372093023256,0.05094130675526024,0.9786145978614598,0.00018977658438726764,3.2040163540163538,
C0042373,Vascular Diseases,16,15,13,10,0.13333333333333333,0.09523809523809523,0.9718706047819972,5.626267700564816e-05,2.9038461538461537,
C0021361,Female infertility,27,27,17,39,0.3333333333333333,0.1111111111111111,0.9784351672656898,0.00017202414836684873,2.9605800653594767,
C0023418,leukemia,32,32,17,43,0.375,0.08669354838709678,0.9744275944097532,0.00020295513394697634,2.5538194444444446,
C0009324,Ulcerative Colitis,94,81,56,68,0.1728395061728395,0.020987654320987655,0.9696564033913432,0.0003115538275266558,3.1076066790352503,
C0021400,Influenza,52,50,36,39,0.3,0.03183673469387755,0.9510050251256281,0.00021702296713117417,3.3147089947089943,
C0027707,"Nephritis, Interstitial",10,10,8,8,0.2,0.17777777777777778,0.960880195599022,4.6021764971117536e-05,2.8125,
C1527336,Sjogren's Syndrome,12,12,11,9,0.16666666666666666,0.13636363636363635,0.9724770642201835,5.0752670411244305e-05,2.7636363636363637,
C0455806,Infant length,11,11,11,1,0.09090909090909091,0.01818181818181818,0.9958246346555324,4.863126111344538e-06,3.1454545454545455,
C0008074,"Child Development Disorders, Pervasive",56,52,47,32,0.057692307692307696,0.024132730015082957,0.9600997506234414,0.00017596589340459714,2.9396135265700485,
C0038587,Substance Withdrawal Syndrome,53,52,30,47,0.17307692307692307,0.03544494720965309,0.9593601383484652,0.00025174738569335353,3.3040059599829714,
C1955869,Malformations of Cortical Development,11,11,9,5,0.18181818181818182,0.09090909090909091,0.9903567984570878,2.4622083551787385e-05,2.3541666666666665,
C0002736,Amyotrophic Lateral Sclerosis,72,65,39,69,0.38461538461538464,0.03317307692307692,0.9779623123602683,0.0002358112369704484,3.076761133603239,
C0008073,Developmental Disabilities,20,19,18,8,0.10526315789473684,0.04678362573099415,0.9858532272325375,4.127847530787915e-05,2.6862745098039214,
C0009952,Febrile Convulsions,12,11,11,4,0.09090909090909091,0.07272727272727272,0.9862542955326461,2.1922694076039736e-05,3.2363636363636363,
C0008370,Cholestasis,53,39,27,30,0.28205128205128205,0.04048582995951417,0.977924944812362,0.0001437424607892713,2.9887334887334887,
C0020542,Pulmonary Hypertension,32,31,27,21,0.0967741935483871,0.04516129032258064,0.9663461538461539,0.00011603606580407284,3.1210826210826212,
C0238463,Papillary thyroid carcinoma,27,26,10,35,0.6153846153846154,0.1076923076923077,0.9840981372103589,0.0001218022931419517,2.3520833333333333,
C0455988,"Hydrops Fetalis, Non-Immune",13,12,10,7,0.25,0.10606060606060606,0.9444444444444444,4.062255515273813e-05,3.2444444444444445,
C0400966,Non-alcoholic Fatty Liver Disease,42,40,35,27,0.075,0.03461538461538462,0.9747899159663865,0.00013815878449216707,2.973809523809524,
C0009319,Colitis,24,24,16,25,0.375,0.09057971014492754,0.9739854318418314,0.00013028909068844732,3.0027777777777778,
C0699790,Colon Carcinoma,25,24,9,35,0.6666666666666666,0.12681159420289856,0.9769963851462372,0.000164964723176198,2.6284722222222223,
C0020445,"Hypercholesterolemia, Familial",16,16,10,16,0.4375,0.13333333333333333,0.9382239382239382,9.232610182118858e-05,2.761904761904762,
C0003123,Anorexia,15,15,11,12,0.26666666666666666,0.11428571428571428,0.9558011049723757,6.88452523630955e-05,3.0454545454545454,
C0149931,Migraine Disorders,33,26,21,14,0.11538461538461539,0.043076923076923075,0.9848730415991356,6.717072453186804e-05,2.9994708994708996,
C0005695,Bladder Neoplasm,111,106,43,186,0.5943396226415094,0.033423180592991916,0.9662431941923775,0.0005685319583581053,3.1154895562561067,
C0018784,Sensorineural Hearing Loss (disorder),11,9,8,6,0.2222222222222222,0.16666666666666666,0.983402489626556,3.28215739497911e-05,2.6785714285714284,
C0524620,Metabolic Syndrome X,44,41,36,20,0.07317073170731707,0.024390243902439025,0.9765944997074313,0.00010437881757805929,2.8636243386243385,
C0018781,Noise-induced hearing loss,22,5,4,3,0.4,0.3,0.918918918918919,1.75024095214266e-05,2.9166666666666665,
C0023467,"Leukemia, Myelocytic, Acute",115,113,52,140,0.504424778761062,0.022123893805309734,0.9664308835870998,0.0005210733248960552,2.8671431910595997,
C0376358,Malignant neoplasm of prostate,78,63,45,44,0.25396825396825395,0.022529441884280594,0.9790775083214456,0.00018157707692518276,3.007912457912458,
C1319853,"Asthma, Aspirin-Induced",13,13,11,7,0.15384615384615385,0.08974358974358974,0.9278350515463918,4.0732908263651046e-05,3.418181818181818,
C0265275,Jeune thoracic dystrophy,10,9,9,0,0.1111111111111111,0.0,1.0,-1.2328764903282362e-07,3.25,
C0007134,Renal Cell Carcinoma,127,121,56,161,0.5289256198347108,0.022176308539944904,0.9664897491934644,0.0005466568004161558,3.00992288961039,
C0007137,Squamous cell carcinoma,86,83,16,257,0.8192771084337349,0.07552159858947988,0.9601920693928129,0.0007901464476298187,3.0957107843137255,
C0007131,Non-Small Cell Lung Carcinoma,117,111,35,203,0.6936936936936937,0.03325143325143325,0.9614178466216858,0.0007135202600383553,3.047473534868493,
C0677050,Manganese Poisoning,11,11,9,12,0.18181818181818182,0.21818181818181817,0.9838274932614556,6.070823766128987e-05,2.638888888888889,
C0242698,"Ventricular Dysfunction, Left",15,15,13,12,0.2,0.11428571428571428,0.978021978021978,6.501601903653431e-05,2.7393162393162394,
C0007138,"Carcinoma, Transitional Cell",31,31,13,55,0.6129032258064516,0.11827956989247312,0.974937343358396,0.00023912829330209663,2.9358974358974357,
C0026691,Mucocutaneous Lymph Node Syndrome,13,11,10,4,0.18181818181818182,0.07272727272727272,0.9818181818181818,2.2541794310873857e-05,3.0555555555555554,
C0040336,Tobacco Use Disorder,11,11,11,4,0.09090909090909091,0.07272727272727272,0.967479674796748,2.3109531801904114e-05,3.036363636363636,
C0033687,Proteinuria,38,38,23,41,0.3684210526315789,0.05832147937411095,0.9686903398243605,0.0002102576192446281,2.859872012045925,
C0011881,Diabetic Nephropathy,39,37,24,38,0.13513513513513514,0.057057057057057055,0.9695756605284227,0.00019537317815852161,2.7992753623188404,
C0007959,Charcot-Marie-Tooth Disease,30,29,24,15,0.10344827586206896,0.03694581280788178,0.9848254931714719,7.095503252154325e-05,2.814009661835749,
C0029172,Oral Submucous Fibrosis,15,15,8,19,0.4666666666666667,0.18095238095238095,0.9401574803149606,0.00010927638317704714,2.8341836734693877,
C0001430,Adenoma,32,32,22,26,0.34375,0.05241935483870968,0.9854096520763187,9.770275725204947e-05,2.898858717040535,
C0027947,Neutropenia,13,13,12,5,0.15384615384615385,0.0641025641025641,0.9590163934426229,2.8955635885193435e-05,3.015151515151515,
C1843367,Poor school performance,13,13,13,3,0.07692307692307693,0.038461538461538464,0.9875518672199171,1.6534673998308846e-05,2.9358974358974357,
C0032273,Pneumoconiosis,14,14,14,6,0.07142857142857142,0.06593406593406594,0.9798319327731092,3.3541266667858344e-05,3.230769230769231,
C0007222,Cardiovascular Diseases,52,50,36,39,0.24,0.03183673469387755,0.9651630192050022,0.0002064489950057708,2.923346560846561,
C1561955,Fibrinogen Adverse Event,22,18,17,4,0.1111111111111111,0.026143790849673203,0.9809069212410502,2.2618748840319983e-05,3.011029411764706,
C0011860,"Diabetes Mellitus, Non-Insulin-Dependent",173,154,74,214,0.487012987012987,0.018164841694253458,0.9524866785079928,0.0009040103301012021,3.0501777119585336,
C0040034,Thrombocytopenia,23,22,15,19,0.3181818181818182,0.08225108225108226,0.9623015873015873,0.00010666200672104595,2.882312925170068,
